primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,Production Budget,Worldwide Gross
Shanghai,2012,120,7.3,10478,Dibakar Banerjee,50000000,15505922
Holy Motors,2012,115,7,48601,Leos Carax,4000000,4230426
Trouble with the Curve,2012,111,6.8,67894,Robert Lorenz,60000000,47818913
Paranormal Activity 4,2012,88,4.6,69843,"Henry Joost, Ariel Schulman",5000000,142817992
Beasts of the Southern Wild,2012,93,7.2,84781,Benh Zeitlin,1800000,23265132
Stitches,2012,86,5.7,10411,Conor McMahon,2000000,63555
Khiladi 786,2012,141,4.3,7725,Ashish R. Mohan,5600000,14683763
Jab Tak Hai Jaan,2012,198,6.7,58830,Yash Chopra,9200000,5806666
The Secret Life of Walter Mitty,2013,114,7.3,337658,Ben Stiller,91000000,187861183
42,2013,128,7.5,101706,Brian Helgeland,31000000,97470701
The Croods,2013,98,7.2,229803,"Kirk DeMicco, Chris Sanders",135000000,573068425
Man of Steel,2013,143,7.1,806544,Zack Snyder,225000000,667999518
The Incredible Burt Wonderstone,2013,100,5.9,75656,Don Scardino,32000000,27392609
Dallas Buyers Club,2013,117,7.9,514475,Jean-Marc Vallée,5000000,60611845
R.I.P.D.,2013,96,5.6,142621,Robert Schwentke,130000000,79076678
Scary Movie V,2013,88,3.5,76570,"Malcolm D. Lee, David Zucker",20000000,78613981
The Book Thief,2013,131,7.5,141596,Brian Percival,19000000,76086711
World War Z,2013,116,7,711365,Marc Forster,190000000,531861650
Epic,2013,102,6.6,109332,Chris Wedge,100000000,262794441
Snitch,2013,112,6.4,92326,Ric Roman Waugh,15000000,57907734
The Wolf of Wall Street,2013,180,8.2,1556381,Martin Scorsese,100000000,389816136
Lone Survivor,2013,121,7.5,304245,Peter Berg,40000000,149804632
The Hobbit: The Desolation of Smaug,2013,161,7.8,698439,Peter Jackson,250000000,959358436
Baggage Claim,2013,96,5.1,9676,David E. Talbert,8500000,22885836
Last Vegas,2013,105,6.6,136417,Jon Turteltaub,28000000,112914167
Out of the Furnace,2013,116,6.7,123942,Scott Cooper,22000000,15434375
The Lone Ranger,2013,150,6.4,243300,Gore Verbinski,225000000,260002115
Escape Plan,2013,115,6.7,255711,Mikael Håfström,70000000,103735965
The World's End,2013,109,6.9,296373,Edgar Wright,20000000,47124638
Anchorman 2: The Legend Continues,2013,119,6.3,191215,Adam McKay,50000000,172246223
Broken City,2013,109,6.1,83061,Allen Hughes,35000000,37114977
2 Guns,2013,109,6.7,223928,Baltasar Kormákur,61000000,132493015
Evil Dead,2013,91,6.5,195588,Fede Alvarez,17000000,99010045
Iron Man 3,2013,130,7.1,892084,Shane Black,200000000,1215392272
Gangster Squad,2013,113,6.7,221857,Ruben Fleischer,60000000,104100903
August: Osage County,2013,121,7.2,94805,John Wells,25000000,50738810
47 Ronin,2013,128,6.2,169638,Carl Rinsch,175000000,151716815
The Great Gatsby,2013,143,7.2,588887,Baz Luhrmann,190000000,353497733
Jack the Giant Slayer,2013,114,6.3,146032,Bryan Singer,195000000,197687603
Prisoners,2013,153,8.1,794599,Denis Villeneuve,46000000,113310547
Star Trek Into Darkness,2013,132,7.7,495291,J.J. Abrams,190000000,467381584
Riddick,2013,119,6.4,176707,David Twohy,38000000,94763758
Paranoia,2013,106,5.6,39148,Robert Luketic,40000000,16340767
Hansel & Gretel: Witch Hunters,2013,88,6.1,215596,Tommy Wirkola,50000000,214949716
The Wolverine,2013,126,6.7,487976,James Mangold,115000000,416456852
Monsters University,2013,104,7.2,385580,Dan Scanlon,200000000,743455810
Gravity,2013,91,7.7,857409,Alfonso Cuarón,110000000,684657731
The Conjuring,2013,112,7.5,548603,James Wan,20000000,316479150
Oblivion,2013,124,7,549179,Joseph Kosinski,120000000,287916633
Khumba,2013,85,5.6,6424,Anthony Silverston,15000000,20898221
The Host,2013,125,5.8,118203,Andrew Niccol,50000000,64477051
Battle of the Year,2013,110,5,9614,Benson Lee,20000000,16723377
Elysium,2013,109,6.6,467954,Neill Blomkamp,120000000,286192091
Captain Phillips,2013,134,7.8,488029,Paul Greengrass,55000000,220648184
The Mortal Instruments: City of Bones,2013,130,5.8,138312,Harald Zwart,60000000,75965567
The Last Stand,2013,107,6.3,144697,Jee-woon Kim,30000000,48330757
Beautiful Creatures,2013,124,6.1,90696,Richard LaGravenese,50000000,60282876
G.I. Joe: Retaliation,2013,110,5.7,186669,Jon M. Chu,140000000,375740705
Warm Bodies,2013,98,6.8,241767,Jonathan Levine,30000000,114834312
Only God Forgives,2013,90,5.7,117410,Nicolas Winding Refn,4800000,4494560
A Good Day to Die Hard,2013,98,5.2,214267,John Moore,92000000,304249198
Free Birds,2013,91,5.8,25800,Jimmy Hayward,55000000,110387072
Oz the Great and Powerful,2013,130,6.3,213564,Sam Raimi,200000000,490359051
Underdogs,2013,106,6.4,10207,Juan José Campanella,2500000,1392649
Kick-Ass 2,2013,103,6.5,286324,Jeff Wadlow,28000000,63129909
Grudge Match,2013,113,6.4,62590,Peter Segal,40000000,69817991
Pacific Rim,2013,131,6.9,526047,Guillermo del Toro,190000000,411002906
Now You See Me,2013,115,7.2,700929,Louis Leterrier,75000000,342769200
Stoker,2013,99,6.7,113971,Park Chan-wook,12000000,12034913
Despicable Me 2,2013,98,7.3,421665,"Pierre Coffin, Chris Renaud",76000000,975216835
Peeples,2013,95,5.4,5105,Tina Gordon,11000000,9307166
Safe Haven,2013,115,6.6,115526,Lasse Hallström,28000000,94050951
Snowpiercer,2013,126,7.1,385409,Bong Joon Ho,40000000,82825956
The Last Days on Mars,2013,98,5.5,38727,Ruairi Robinson,10600000,261364
The Spectacular Now,2013,95,7,160490,James Ponsoldt,2500000,6916951
The Way Way Back,2013,103,7.4,156072,"Nat Faxon, Jim Rash",5000000,26853810
Blood Ties,2013,127,6.5,21033,Guillaume Canet,26000000,2923959
The To Do List,2013,104,5.8,41643,Maggie Carey,1500000,4128828
American Hustle,2013,138,7.2,498082,David O. Russell,40000000,257858943
Admission,2013,108,5.7,36059,Paul Weitz,13000000,18733666
After Earth,2013,100,4.8,208033,M. Night Shyamalan,130000000,251499665
Nebraska,2013,115,7.7,122676,Alexander Payne,12000000,24761360
RED 2,2013,116,6.6,179600,Dean Parisot,84000000,141507355
Dhoom 3,2013,172,5.4,48805,Vijay Krishna Acharya,24000000,11723620
The Fifth Estate,2013,128,6.2,42538,Bill Condon,26000000,6154172
The Face of Love,2013,92,6.2,5904,Arie Posin,4000000,1158877
Percy Jackson: Sea of Monsters,2013,106,5.7,125509,Thor Freudenthal,90000000,200859554
Turbo,2013,96,6.4,108778,David Soren,135000000,286896578
The East,2013,116,6.8,52162,Zal Batmanglij,6500000,3027956
Redemption,2013,100,6.2,76101,Steven Knight,23000000,13593473
Parker,2013,118,6.2,128649,Taylor Hackford,35000000,48543388
The Call,2013,96,6.7,128976,Brad Anderson,12800000,69821476
Phantom,2013,98,5.9,15103,Todd Robinson,18000000,1199510
Trance,2013,101,6.9,117335,Danny Boyle,16000000,22594052
The Big Wedding,2013,90,5.6,51677,Justin Zackham,32500000,48425971
Carrie,2013,100,5.8,147305,Kimberly Peirce,30000000,82409520
The Hunger Games: Catching Fire,2013,146,7.5,714219,Francis Lawrence,130000000,864808014
Rush,2013,123,8.1,508024,Ron Howard,38000000,98159204
Pain & Gain,2013,129,6.4,228039,Michael Bay,26000000,81275291
Thor: The Dark World,2013,112,6.8,718928,Alan Taylor,150000000,644602516
Cloudy with a Chance of Meatballs 2,2013,95,6.3,113216,"Cody Cameron, Kris Pearn",78000000,274392649
Machete Kills,2013,107,5.6,81946,Robert Rodriguez,20000000,18273009
The Frozen Ground,2013,105,6.4,66743,Scott Walker,19200000,5617460
The Smurfs 2,2013,105,5.3,45535,Raja Gosnell,110000000,348547523
Mama,2013,100,6.2,190180,Andy Muschietti,15000000,148095566
Identity Thief,2013,111,5.7,140251,Seth Gordon,35000000,175361578
Straight A's,2013,91,5.6,4791,James Cox,2000000,0
12 Years a Slave,2013,134,8.1,735227,Steve McQueen,20000000,180765061
The Last Exorcism Part II,2013,88,4,16916,Ed Gass-Donnelly,4000000,25448707
Inside Llewyn Davis,2013,104,7.4,162072,"Ethan Coen, Joel Coen",11000000,32943247
Home Run,2013,113,5.9,3296,David Boyd,1200000,2859955
Side Effects,2013,106,7.1,196359,Steven Soderbergh,30000000,66742138
Hansel & Gretel Get Baked,2013,86,4.4,3891,Duane Journey,4500000,0
The Best Man Holiday,2013,123,6.6,16775,Malcolm D. Lee,17000000,72835710
Dead Man Down,2013,118,6.4,69818,Niels Arden Oplev,30000000,19599974
Saving Mr. Banks,2013,125,7.5,169231,John Lee Hancock,35000000,114962525
Getaway,2013,90,4.4,25146,Courtney Solomon,18000000,11813989
Metallica Through the Never,2013,93,7.1,18121,Nimród Antal,18000000,9082906
Yeh Jawaani Hai Deewani,2013,160,7.2,50803,Ayan Mukerji,8300000,50827466
The Purge,2013,85,5.7,238042,James DeMonaco,3000000,91266581
Escape from Tomorrow,2013,90,5.1,10050,"Randy Moore, Ben Wheatley",650000,171962
Grown Ups 2,2013,101,5.4,167127,Dennis Dugan,80000000,247023808
The Counselor,2013,117,5.4,105438,Ridley Scott,25000000,71009334
About Time,2013,123,7.8,380914,Richard Curtis,12000000,84429086
Before Midnight,2013,109,7.9,170465,Richard Linklater,3000000,23241189
Plush,2013,99,5.2,4128,Catherine Hardwicke,2000000,28864
Don Jon,2013,90,6.5,246085,Joseph Gordon-Levitt,5500000,41268579
Coffee Town,2013,87,6.5,5235,Brad Copeland,2000000,0
The Internship,2013,119,6.3,213907,Shawn Levy,58000000,93672764
A Haunted House,2013,86,5,49491,Michael Tiddes,2500000,59922558
Zulu,2013,110,6.7,19730,Jérôme Salle,16000000,1844228
Drinking Buddies,2013,90,6.1,60708,Joe Swanberg,500000,407100
Stranded,2013,84,3.5,4265,Roger Christian,1900000,285593
The Canyons,2013,99,3.8,11677,Paul Schrader,250000,62375
Frozen,2013,102,7.4,658318,"Jennifer Lee, Chris Buck",150000000,1274589742
Olympus Has Fallen,2013,119,6.5,290307,Antoine Fuqua,70000000,172878928
Mandela: Long Walk to Freedom,2013,141,7.1,29051,Justin Chadwick,35000000,29890402
Homefront,2013,100,6.5,128757,Gary Fleder,22000000,51695362
ABCD (Any Body Can Dance),2013,160,6.3,7388,Remo D'Souza,1900000,10137234
Fruitvale Station,2013,85,7.5,85372,Ryan Coogler,900000,17549645
Blue Jasmine,2013,98,7.3,211530,Woody Allen,18000000,102912961
White House Down,2013,131,6.3,234659,Roland Emmerich,150000000,205440387
The Dirties,2013,83,6.8,7860,Matt Johnson,55000,0
Parkland,2013,93,6.4,17304,Peter Landesman,10000000,1616353
Grace Unplugged,2013,102,6,3606,Brad J. Silverman,1700000,2507159
Les gamins,2013,95,6.1,3388,Anthony Marciano,9000000,15660664
Jobs,2013,128,6,103487,Joshua Michael Stern,18000000,43402515
Runner Runner,2013,88,5.6,65529,Brad Furman,30000000,60512680
Dark Skies,2013,97,6.3,79390,Scott Stewart,3500000,27704111
Delivery Man,2013,105,6.3,82460,Ken Scott,22000000,55616322
Ain't Them Bodies Saints,2013,96,6.4,22636,David Lowery,5000000,1075009
Enough Said,2013,93,7,65787,Nicole Holofcener,8000000,25621449
Dom Hemingway,2013,93,6.1,27550,Richard Shepard,7000000,1857458
The Family,2013,111,6.3,122254,Luc Besson,30000000,80588942
The Heat,2013,117,6.6,180112,Paul Feig,43000000,229727774
Philomena,2013,98,7.6,103382,Stephen Frears,12000000,98963392
Zombie Hunter,2013,93,3.5,2797,K. King,1000000,0
The Square,2013,108,8,9371,Jehane Noujaim,1500000,176262
Kevin Hart: Let Me Explain,2013,75,6.7,9336,"Leslie Small, Tim Story",2500000,32327255
The Christmas Candle,2013,100,6.3,2673,John Stephenson,7000000,1933829
Heli,2013,105,6.8,5355,Amat Escalante,1000000,552614
Jackass Presents: Bad Grandpa,2013,92,6.5,97945,Jeff Tremaine,15000000,160903019
A Walk Among the Tombstones,2014,114,6.5,126736,Scott Frank,28000000,62108587
The Giver,2014,97,6.4,124836,Phillip Noyce,25000000,66540205
The Equalizer,2014,132,7.2,413722,Antoine Fuqua,55000000,192903624
Sin City: A Dame to Kill For,2014,102,6.5,169425,"Frank Miller, Robert Rodriguez",65000000,40650842
The Boxtrolls,2014,96,6.8,61121,"Graham Annable, Anthony Stacchi",60000000,111898741
Interstellar,2014,169,8.7,2053515,Christopher Nolan,165000000,647074146
Dracula Untold,2014,92,6.2,206067,Gary Shore,70000000,220241723
Godzilla,2014,123,6.4,434972,Gareth Edwards,160000000,529076069
Mr. Peabody & Sherman,2014,92,6.8,76917,Rob Minkoff,145000000,269806430
Reach Me,2014,95,4.9,3220,John Herzfeld,5000000,0
The Legend of Hercules,2014,99,4.2,55795,Renny Harlin,70000000,58953319
Boyhood,2014,165,7.9,365429,Richard Linklater,4000000,57273049
The Prince,2014,93,4.6,19143,Brian A. Miller,18000000,0
Blended,2014,117,6.5,142361,Frank Coraci,45000000,127990741
Foxcatcher,2014,134,7,148224,Bennett Miller,24000000,19303058
Paddington,2014,95,7.3,131626,Paul King,55000000,252410984
Seventh Son,2014,102,5.5,80050,Sergei Bodrov,95000000,108874967
Big Eyes,2014,106,7,98363,Tim Burton,10000000,27317872
Ouija,2014,89,4.5,56545,Stiles White,5000000,103300632
Jack Ryan: Shadow Recruit,2014,105,6.2,137632,Kenneth Branagh,60000000,131377412
Kill the Messenger,2014,112,6.9,48556,Michael Cuesta,5000000,6656705
RoboCop,2014,117,6.1,238426,José Padilha,120000000,242981799
300: Rise of an Empire,2014,102,6.2,313967,Noam Murro,110000000,330780051
Hercules,2014,98,6,163369,Brett Ratner,100000000,243388614
Dying of the Light,2014,94,4.5,11385,Paul Schrader,5000000,74639
Teenage Mutant Ninja Turtles,2014,101,5.8,218872,Jonathan Liebesman,125000000,485004754
If I Stay,2014,107,6.7,127785,R.J. Cutler,11000000,78356170
Revenge of the Green Dragons,2014,94,5.3,4283,"Andrew Lau, Andrew Loo",5000000,213164
Wolves,2014,91,5.3,10375,David Hayter,18000000,94953
Ride Along,2014,99,6.1,121942,Tim Story,25000000,153733800
"I, Frankenstein",2014,92,5.1,83581,Stuart Beattie,65000000,74575290
Brick Mansions,2014,90,5.6,43897,Camille Delamarre,28000000,73421224
The Lego Movie,2014,100,7.7,384574,"Phil Lord, Christopher Miller",60000000,468084718
Exodus: Gods and Kings,2014,150,6,177785,Ridley Scott,140000000,268314513
The Skeleton Twins,2014,93,6.8,44492,Craig Johnson,1000000,5797192
Maleficent,2014,97,6.9,397221,Robert Stromberg,180000000,758536735
The Drop,2014,106,7,160967,Michaël R. Roskam,12600000,19054534
Edge of Tomorrow,2014,113,7.9,727674,Doug Liman,178000000,367028980
How to Train Your Dragon 2,2014,102,7.8,359908,Dean DeBlois,145000000,614586270
Million Dollar Arm,2014,124,7,47637,Craig Gillespie,25000000,39217912
Before I Go to Sleep,2014,92,6.3,83530,Rowan Joffe,22000000,19563579
Jersey Boys,2014,134,6.8,36374,Clint Eastwood,40000000,65282732
Sabotage,2014,109,5.7,65933,David Ayer,35000000,18376443
The Maze Runner,2014,113,6.8,502053,Wes Ball,34000000,348319861
Inherent Vice,2014,148,6.6,109873,Paul Thomas Anderson,20000000,14740343
Rudderless,2014,105,7.4,19392,William H. Macy,5000000,584499
That Awkward Moment,2014,94,6.1,106889,Tom Gormican,8000000,53068955
Unbroken,2014,137,7.2,180833,Angelina Jolie,65000000,163527824
The Nut Job,2014,85,5.7,30011,Peter Lepeniotis,30000000,122529966
Annie,2014,118,5.3,40199,Will Gluck,65000000,139829625
About Last Night,2014,100,6,24967,Steve Pink,13000000,50445860
Divergent,2014,139,6.6,484558,Neil Burger,85000000,276014965
Captain America: The Winter Soldier,2014,136,7.7,891701,"Anthony Russo, Joe Russo",170000000,714401889
The Amazing Spider-Man 2,2014,142,6.6,531927,Marc Webb,200000000,708996336
The Judge,2014,141,7.4,200188,David Dobkin,50000000,76073556
X-Men: Days of Future Past,2014,132,7.9,739725,Bryan Singer,200000000,747862775
Penguins of Madagascar,2014,92,6.6,100551,"Simon J. Smith, Eric Darnell",132000000,366942531
Pompeii,2014,105,5.5,115898,Paul W.S. Anderson,80000000,108469033
The Hunger Games: Mockingjay - Part 1,2014,123,6.6,496643,Francis Lawrence,125000000,766575131
Sex Tape,2014,94,5.1,117347,Jake Kasdan,40000000,126069509
Noah,2014,138,5.8,264908,Darren Aronofsky,130000000,352831065
A Most Wanted Man,2014,122,6.7,79634,Anton Corbijn,15000000,36068890
The Best of Me,2014,118,6.7,76914,Michael Hoffman,26000000,41059418
Neighbors,2014,97,6.3,326967,Nicholas Stoller,18000000,270944428
No Good Deed,2014,84,5.6,21807,Sam Miller,13200000,54323210
Guardians of the Galaxy,2014,121,8,1261792,James Gunn,170000000,770882395
Closer to the Moon,2014,112,6.7,4313,Nae Caranfil,1500000,5396
Non-Stop,2014,106,6.9,275470,Jaume Collet-Serra,50000000,222383055
The Gambler,2014,111,6,73026,Rupert Wyatt,25000000,38718031
13 Sins,2014,93,6.3,38736,Daniel Stamm,4000000,47552
The Imitation Game,2014,114,8,816642,Morten Tyldum,15000000,227328585
Grace of Monaco,2014,103,5.7,21075,Olivier Dahan,30000000,25199891
Dumb and Dumber To,2014,109,5.6,144080,"Bobby Farrelly, Peter Farrelly",40000000,156553592
Tammy,2014,97,4.9,54501,Ben Falcone,20000000,96407655
Dawn of the Planet of the Apes,2014,130,7.6,463856,Matt Reeves,170000000,710644566
Into the Storm,2014,89,5.8,71125,Steven Quale,50000000,150429371
Transformers: Age of Extinction,2014,165,5.6,329651,Michael Bay,210000000,1104054072
Swelter,2014,96,4.5,3393,Keith Parmer,8000000,44197
Elsa & Fred,2014,93,6.5,3707,Michael Radford,10000000,197901
Two Night Stand,2014,86,6.3,73469,Max Nichols,1600000,868081
Horrible Bosses 2,2014,108,6.3,183133,Sean Anders,40000000,105945357
St. Vincent,2014,102,7.2,107975,Theodore Melfi,13000000,54837234
3 Days to Kill,2014,117,6.2,97173,McG,28000000,38959900
The Monuments Men,2014,118,6.1,138611,George Clooney,70000000,158702748
American Sniper,2014,133,7.3,523042,Clint Eastwood,58000000,547326372
Into the Woods,2014,125,5.9,147213,Rob Marshall,56200000,212416317
Earth to Echo,2014,91,5.7,19695,Dave Green,13000000,42174545
The Other Woman,2014,109,6,148943,Nick Cassavetes,40000000,194270103
Addicted,2014,106,5,12095,Bille Woodruff,5000000,17499242
Transcendence,2014,119,6.2,237621,Wally Pfister,100000000,103039258
Draft Day,2014,110,6.8,66005,Ivan Reitman,25000000,29847480
Dear White People,2014,108,6.2,26447,Justin Simien,1250000,5403771
The Quiet Ones,2014,98,5.1,21052,John Pogue,200000,18413804
Think Like a Man Too,2014,106,5.7,22529,Tim Story,24000000,70027933
Big Hero 6,2014,102,7.8,495223,"Don Hall, Chris Williams",165000000,647263005
When the Game Stands Tall,2014,115,6.6,16778,Thomas Carter,15000000,30138912
The Book of Life,2014,95,7.2,77249,Jorge R. Gutiérrez,50000000,97651543
Gone Girl,2014,149,8.1,1054077,David Fincher,61000000,367160781
The Grand Budapest Hotel,2014,99,8.1,876393,Wes Anderson,31000000,163037661
Muppets Most Wanted,2014,107,6.4,36771,James Bobin,55000000,79312301
The Possession of Michael King,2014,83,5.7,13171,David Jung,1300000,2736371
22 Jump Street,2014,112,7,402019,"Phil Lord, Christopher Miller",50000000,331333876
Falcon Rising,2014,103,5.7,9236,Ernie Barbarash,4500000,11774
Jessabelle,2014,90,5.4,25650,Kevin Greutert,10000000,6998359
Wild,2014,115,7.1,137390,Jean-Marc Vallée,15000000,52460543
The Hobbit: The Battle of the Five Armies,2014,144,7.4,565612,Peter Jackson,250000000,940323039
Endless Love,2014,104,6.2,47348,Shana Feste,20000000,34718173
The Babadook,2014,94,6.8,244429,Jennifer Kent,2000000,7482387
The Expendables 3,2014,126,6.1,194666,Patrick Hughes,100000000,209461378
The Rover,2014,103,6.4,50783,David Michôd,8500000,3180252
Rio 2,2014,101,6.3,99194,Carlos Saldanha,130000000,492846291
Need for Speed,2014,132,6.4,177510,Scott Waugh,66000000,194169619
Deliver Us from Evil,2014,118,6.2,84774,Scott Derrickson,30000000,87956618
The Homesman,2014,122,6.6,35285,Tommy Lee Jones,16000000,8217571
They Came Together,2014,83,5.6,24326,David Wain,3000000,82780
The November Man,2014,108,6.3,70262,Roger Donaldson,15000000,34820335
Son of a Gun,2014,108,6.4,29369,Julius Avery,12000000,256003
Copenhagen,2014,98,7,13805,Mark Raso,600000,0
And So It Goes,2014,94,5.9,15160,Rob Reiner,18000000,17920013
Left Behind,2014,110,3.1,42142,Vic Armstrong,16000000,20769209
Get on Up,2014,139,6.9,25932,Tate Taylor,30000000,33339868
Paranormal Activity: The Marked Ones,2014,84,5,45177,Christopher Landon,5000000,90904854
Mr. Turner,2014,150,6.8,27020,Mike Leigh,14000000,25187026
Frontera,2014,103,6.6,8381,Michael Berry,2300000,59696
Plastic,2014,102,6,8235,Julian Gilbey,10000000,575371
Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,661264,Alejandro G. Iñárritu,18000000,102926247
Life After Beth,2014,89,5.6,23526,Jeff Baena,2400000,334491
Whiplash,2014,106,8.5,967769,Damien Chazelle,3300000,39248707
The Fault in Our Stars,2014,126,7.7,397855,Josh Boone,12000000,307166834
