primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,ProductionBudget,WorldwideGross
The Wolf of Wall Street,2013,180,8.2,1446854,Martin Scorsese,100000000,389816136
Lone Survivor,2013,121,7.5,293606,Peter Berg,40000000,149804632
The Hobbit: The Desolation of Smaug,2013,161,7.8,675080,Peter Jackson,250000000,959358436
Baggage Claim,2013,96,5.1,9491,David E. Talbert,8500000,22885836
Last Vegas,2013,105,6.6,134054,Jon Turteltaub,28000000,112914167
Out of the Furnace,2013,116,6.7,119798,Scott Cooper,22000000,15434375
The Lone Ranger,2013,150,6.4,238185,Gore Verbinski,225000000,260002115
Escape Plan,2013,115,6.7,248187,Mikael Håfström,70000000,103735965
The World's End,2013,109,6.9,287311,Edgar Wright,20000000,47124638
Anchorman 2: The Legend Continues,2013,119,6.3,185792,Adam McKay,50000000,172246223
Broken City,2013,109,6.1,81835,Allen Hughes,35000000,37114977
2 Guns,2013,109,6.7,217467,Baltasar Kormákur,61000000,132493015
Evil Dead,2013,91,6.5,178167,Fede Alvarez,17000000,99010045
Iron Man 3,2013,130,7.1,863577,Shane Black,200000000,1215392272
Gangster Squad,2013,113,6.7,218276,Ruben Fleischer,60000000,104100903
August: Osage County,2013,121,7.2,92449,John Wells,25000000,50738810
47 Ronin,2013,128,6.2,163884,Carl Rinsch,175000000,151716815
The Great Gatsby,2013,143,7.2,560479,Baz Luhrmann,190000000,353640419
Jack the Giant Slayer,2013,114,6.2,141975,Bryan Singer,195000000,197687603
Prisoners,2013,153,8.1,736684,Denis Villeneuve,46000000,113310547
Star Trek Into Darkness,2013,132,7.7,487888,J.J. Abrams,190000000,467381584
Riddick,2013,119,6.4,171343,David Twohy,38000000,94763758
Paranoia,2013,106,5.6,38464,Robert Luketic,40000000,16340767
Hansel & Gretel: Witch Hunters,2013,88,6.1,210227,Tommy Wirkola,50000000,214949716
The Wolverine,2013,126,6.7,474850,James Mangold,115000000,416456852
Monsters University,2013,104,7.2,368344,Dan Scanlon,200000000,743455810
Gravity,2013,91,7.7,837075,Alfonso Cuarón,110000000,685710761
The Conjuring,2013,112,7.5,520330,James Wan,20000000,316849722
Oblivion,2013,124,7,535088,Joseph Kosinski,120000000,287916633
Khumba,2013,85,5.6,6243,Anthony Silverston,15000000,20898221
The Host,2013,125,5.8,116462,Andrew Niccol,50000000,64477051
Battle of the Year,2013,110,4.9,9425,Benson Lee,20000000,16723377
Elysium,2013,109,6.6,455049,Neill Blomkamp,120000000,286192091
Captain Phillips,2013,134,7.8,469956,Paul Greengrass,55000000,220648184
The Mortal Instruments: City of Bones,2013,130,5.8,136046,Harald Zwart,60000000,75965567
The Last Stand,2013,107,6.3,140878,Jee-woon Kim,30000000,48330757
Beautiful Creatures,2013,124,6.1,89128,Richard LaGravenese,50000000,60282876
G.I. Joe: Retaliation,2013,110,5.7,183721,Jon M. Chu,140000000,375740705
Warm Bodies,2013,98,6.8,235236,Jonathan Levine,30000000,114834312
Only God Forgives,2013,90,5.7,114620,Nicolas Winding Refn,4800000,4494560
A Good Day to Die Hard,2013,98,5.2,210194,John Moore,92000000,304249198
Free Birds,2013,91,5.8,24915,Jimmy Hayward,55000000,110387072
Oz the Great and Powerful,2013,130,6.3,210321,Sam Raimi,200000000,490359051
Underdogs,2013,106,6.4,9938,Juan José Campanella,2500000,1392649
Kick-Ass 2,2013,103,6.5,278219,Jeff Wadlow,28000000,63129909
Grudge Match,2013,113,6.4,61501,Peter Segal,40000000,69817991
Pacific Rim,2013,131,6.9,510207,Guillermo del Toro,190000000,411002906
Now You See Me,2013,115,7.2,673526,Louis Leterrier,75000000,342769200
Stoker,2013,99,6.7,111075,Park Chan-wook,12000000,12034913
Despicable Me 2,2013,98,7.3,407731,"Pierre Coffin, Chris Renaud",76000000,975216835
Peeples,2013,95,5.3,4971,Tina Gordon,11000000,9307166
Safe Haven,2013,115,6.6,112765,Lasse Hallström,28000000,94050951
Snowpiercer,2013,126,7.1,368976,Bong Joon Ho,40000000,86808204
The Last Days on Mars,2013,98,5.5,37750,Ruairi Robinson,10600000,261364
The Spectacular Now,2013,95,7.1,156720,James Ponsoldt,2500000,6916951
The Way Way Back,2013,103,7.4,152872,"Nat Faxon, Jim Rash",5000000,26853810
Ender's Game,2013,114,6.6,245245,Gavin Hood,110000000,127983283
Blood Ties,2013,127,6.5,20563,Guillaume Canet,26000000,2923959
The To Do List,2013,104,5.8,40412,Maggie Carey,1500000,4128828
American Hustle,2013,138,7.2,486207,David O. Russell,40000000,257858943
Admission,2013,108,5.7,35611,Paul Weitz,13000000,18733666
After Earth,2013,100,4.8,204172,M. Night Shyamalan,130000000,251499665
Nebraska,2013,115,7.7,119929,Alexander Payne,12000000,24761360
RED 2,2013,116,6.6,174723,Dean Parisot,84000000,141507355
Dhoom 3,2013,172,5.4,47425,Vijay Krishna Acharya,24000000,11723620
The Fifth Estate,2013,128,6.2,41833,Bill Condon,26000000,6154172
The Face of Love,2013,92,6.2,5719,Arie Posin,4000000,1158877
Percy Jackson: Sea of Monsters,2013,106,5.7,120835,Thor Freudenthal,90000000,200859554
Turbo,2013,96,6.4,102094,David Soren,135000000,286896578
The East,2013,116,6.8,51215,Zal Batmanglij,6500000,3027956
Redemption,2013,100,6.2,74084,Steven Knight,23000000,13593473
Parker,2013,118,6.2,125157,Taylor Hackford,35000000,48543388
The Call,2013,96,6.7,125401,Brad Anderson,12800000,69821476
Phantom,2013,98,5.9,14825,Todd Robinson,18000000,1199510
Trance,2013,101,6.9,115503,Danny Boyle,16000000,22594052
The Big Wedding,2013,90,5.6,50681,Justin Zackham,32500000,48425971
Carrie,2013,100,5.8,143166,Kimberly Peirce,30000000,82409520
The Hunger Games: Catching Fire,2013,146,7.5,678341,Francis Lawrence,130000000,864868047
Rush,2013,123,8.1,487920,Ron Howard,38000000,98159204
Pain & Gain,2013,129,6.4,221500,Michael Bay,26000000,81275291
Thor: The Dark World,2013,112,6.8,694678,Alan Taylor,150000000,644602516
Cloudy with a Chance of Meatballs 2,2013,95,6.3,107270,"Kris Pearn, Cody Cameron",78000000,274392649
Machete Kills,2013,107,5.6,80346,Robert Rodriguez,20000000,18273009
The Frozen Ground,2013,105,6.4,64663,Scott Walker,19200000,5617460
The Smurfs 2,2013,105,5.3,43584,Raja Gosnell,110000000,348547523
Mama,2013,100,6.2,184880,Andy Muschietti,15000000,148095566
Identity Thief,2013,111,5.7,136279,Seth Gordon,35000000,175361578
Straight A's,2013,91,5.6,4700,James Cox,2000000,0
12 Years a Slave,2013,134,8.1,711828,Steve McQueen,20000000,180765061
The Last Exorcism Part II,2013,88,4,16595,Ed Gass-Donnelly,4000000,25448707
Inside Llewyn Davis,2013,104,7.4,157305,"Ethan Coen, Joel Coen",11000000,32943247
Home Run,2013,113,5.9,3164,David Boyd,1200000,2859955
Side Effects,2013,106,7.1,192625,Steven Soderbergh,30000000,66742138
Hansel & Gretel Get Baked,2013,86,4.3,3771,Duane Journey,4500000,0
The Best Man Holiday,2013,123,6.6,16363,Malcolm D. Lee,17000000,72835710
Dead Man Down,2013,118,6.4,68868,Niels Arden Oplev,30000000,19599974
Saving Mr. Banks,2013,125,7.5,165100,John Lee Hancock,35000000,114962525
Getaway,2013,90,4.4,24664,Courtney Solomon,18000000,11813989
Metallica Through the Never,2013,93,7.1,17842,Nimród Antal,18000000,9082906
Yeh Jawaani Hai Deewani,2013,160,7.2,47342,Ayan Mukerji,8300000,50827466
The Purge,2013,85,5.7,229150,James DeMonaco,3000000,91266581
Escape from Tomorrow,2013,90,5.1,9859,Randy Moore,650000,171962
Grown Ups 2,2013,101,5.3,159236,Dennis Dugan,80000000,247023808
The Counselor,2013,117,5.4,103019,Ridley Scott,25000000,71009334
About Time,2013,123,7.8,361320,Richard Curtis,12000000,84959034
Before Midnight,2013,109,7.9,162960,Richard Linklater,3000000,23241189
Plush,2013,99,5.2,4027,Catherine Hardwicke,2000000,28864
Don Jon,2013,90,6.5,242392,Joseph Gordon-Levitt,5500000,41268579
Coffee Town,2013,87,6.5,5151,Brad Copeland,2000000,0
The Internship,2013,119,6.3,208234,Shawn Levy,58000000,93672764
A Haunted House,2013,86,5,47925,Michael Tiddes,2500000,59922558
Zulu,2013,110,6.7,19305,Jérôme Salle,16000000,1844228
Drinking Buddies,2013,90,6.1,59544,Joe Swanberg,500000,407100
Stranded,2013,84,3.5,4177,Roger Christian,1900000,285593
The Canyons,2013,99,3.8,11335,Paul Schrader,250000,62375
Frozen,2013,102,7.4,635647,"Chris Buck, Jennifer Lee",150000000,1256887580
Olympus Has Fallen,2013,119,6.5,281993,Antoine Fuqua,70000000,172878928
Mandela: Long Walk to Freedom,2013,141,7.1,28426,Justin Chadwick,35000000,29890402
Homefront,2013,100,6.5,123254,Gary Fleder,22000000,51695362
ABCD (Any Body Can Dance),2013,160,6.3,7185,Remo D'Souza,1900000,10137234
Fruitvale Station,2013,85,7.5,83448,Ryan Coogler,900000,17549645
Blue Jasmine,2013,98,7.3,206878,Woody Allen,18000000,102912961
White House Down,2013,131,6.3,227285,Roland Emmerich,150000000,205440387
The Dirties,2013,83,6.8,7398,Matt Johnson,55000,0
Parkland,2013,93,6.4,16745,Peter Landesman,10000000,1616353
Grace Unplugged,2013,102,6,3540,Brad J. Silverman,1700000,2507159
Les gamins,2013,95,6.1,3299,Anthony Marciano,9000000,15660664
Jobs,2013,128,6,100030,Joshua Michael Stern,18000000,43402515
Runner Runner,2013,88,5.6,64584,Brad Furman,30000000,60512680
Dark Skies,2013,97,6.3,77297,Scott Stewart,3500000,27704111
Delivery Man,2013,105,6.3,80766,Ken Scott,22000000,55616322
Ain't Them Bodies Saints,2013,96,6.4,22236,David Lowery,5000000,1075009
Enough Said,2013,93,7,64255,Nicole Holofcener,8000000,25621449
Dom Hemingway,2013,93,6.1,27113,Richard Shepard,7000000,1857458
The Family,2013,111,6.3,118990,Luc Besson,30000000,80588942
The Heat,2013,117,6.6,175796,Paul Feig,43000000,229727774
Philomena,2013,98,7.6,101609,Stephen Frears,12000000,98963392
Zombie Hunter,2013,93,3.5,2757,K. King,1000000,0
The Square,2013,108,8,9202,Jehane Noujaim,1500000,176262
Kevin Hart: Let Me Explain,2013,75,6.6,9173,"Leslie Small, Tim Story",2500000,32327255
The Christmas Candle,2013,100,6.2,2460,John Stephenson,7000000,1933829
Heli,2013,105,6.8,5229,Amat Escalante,1000000,552614
Jackass Presents: Bad Grandpa,2013,92,6.5,96468,Jeff Tremaine,15000000,160903019
A Walk Among the Tombstones,2014,114,6.5,123826,Scott Frank,28000000,62108587
The Giver,2014,97,6.4,121537,Phillip Noyce,25000000,66540205
The Equalizer,2014,132,7.2,380957,Antoine Fuqua,55000000,192903624
Sin City: A Dame to Kill For,2014,102,6.5,165173,"Frank Miller, Robert Rodriguez",65000000,40650842
The Boxtrolls,2014,96,6.8,59404,"Graham Annable, Anthony Stacchi",60000000,111898741
Interstellar,2014,169,8.6,1884850,Christopher Nolan,165000000,648082655
Dracula Untold,2014,92,6.2,200108,Gary Shore,70000000,220241723
Godzilla,2014,123,6.4,420565,Gareth Edwards,160000000,529076069
Mr. Peabody & Sherman,2014,92,6.8,73111,Rob Minkoff,145000000,269806430
Reach Me,2014,95,4.9,3112,John Herzfeld,5000000,0
The Legend of Hercules,2014,99,4.2,55159,Renny Harlin,70000000,58953319
Boyhood,2014,165,7.9,358802,Richard Linklater,4000000,57273049
The Prince,2014,93,4.6,18794,Brian A. Miller,18000000,0
Blended,2014,117,6.5,136648,Frank Coraci,45000000,127990741
Foxcatcher,2014,134,7,144947,Bennett Miller,24000000,19303058
Paddington,2014,95,7.3,122172,Paul King,55000000,252410984
Seventh Son,2014,102,5.5,78722,Sergei Bodrov,95000000,108874967
Big Eyes,2014,106,7,95666,Tim Burton,10000000,27317872
Ouija,2014,89,4.5,54420,Stiles White,5000000,103300632
Jack Ryan: Shadow Recruit,2014,105,6.2,134495,Kenneth Branagh,60000000,131377412
Kill the Messenger,2014,112,6.9,47603,Michael Cuesta,5000000,6656705
RoboCop,2014,117,6.1,232430,José Padilha,120000000,242981799
300: Rise of an Empire,2014,102,6.2,306374,Noam Murro,110000000,330780051
Hercules,2014,98,6,159411,Brett Ratner,100000000,243388614
Dying of the Light,2014,94,4.5,11026,Paul Schrader,5000000,74639
Teenage Mutant Ninja Turtles,2014,101,5.8,213853,Jonathan Liebesman,125000000,485004754
If I Stay,2014,107,6.7,125341,R.J. Cutler,11000000,78356170
Revenge of the Green Dragons,2014,94,5.3,4166,"Andrew Loo, Andrew Lau",5000000,213164
Wolves,2014,91,5.3,9939,David Hayter,18000000,94953
Ride Along,2014,99,6.1,117595,Tim Story,25000000,153733800
"I, Frankenstein",2014,92,5.1,82245,Stuart Beattie,65000000,74575290
Brick Mansions,2014,90,5.6,43109,Camille Delamarre,28000000,73421224
The Lego Movie,2014,100,7.7,364395,"Phil Lord, Christopher Miller",60000000,468084718
Exodus: Gods and Kings,2014,150,6,171570,Ridley Scott,140000000,268314513
The Skeleton Twins,2014,93,6.8,43142,Craig Johnson,1000000,5797192
Maleficent,2014,97,6.9,383672,Robert Stromberg,180000000,758536735
The Drop,2014,106,7,154984,Michaël R. Roskam,12600000,19054534
Edge of Tomorrow,2014,113,7.9,694039,Doug Liman,178000000,367028980
How to Train Your Dragon 2,2014,102,7.8,344475,Dean DeBlois,145000000,614586270
Million Dollar Arm,2014,124,7,46786,Craig Gillespie,25000000,39217912
Before I Go to Sleep,2014,92,6.3,80836,Rowan Joffe,22000000,19563579
Jersey Boys,2014,134,6.8,35525,Clint Eastwood,40000000,65282732
Sabotage,2014,109,5.7,64679,David Ayer,35000000,18376443
The Maze Runner,2014,113,6.8,479494,Wes Ball,34000000,348319861
Inherent Vice,2014,148,6.6,106931,Paul Thomas Anderson,20000000,14744495
Rudderless,2014,105,7.4,19021,William H. Macy,5000000,584499
That Awkward Moment,2014,94,6.1,104980,Tom Gormican,8000000,53068955
Unbroken,2014,137,7.2,172661,Angelina Jolie,65000000,163527824
The Nut Job,2014,85,5.7,29235,Peter Lepeniotis,30000000,122529966
Annie,2014,118,5.3,38975,Will Gluck,65000000,139829625
About Last Night,2014,100,6,24508,Steve Pink,13000000,50445860
Divergent,2014,139,6.6,468914,Neil Burger,85000000,276014965
Captain America: The Winter Soldier,2014,136,7.8,860016,"Anthony Russo, Joe Russo",170000000,714401889
The Amazing Spider-Man 2,2014,142,6.6,508617,Marc Webb,200000000,708996336
The Judge,2014,141,7.4,195186,David Dobkin,50000000,76073556
X-Men: Days of Future Past,2014,132,7.9,721499,Bryan Singer,200000000,747862775
Penguins of Madagascar,2014,92,6.6,94826,"Eric Darnell, Simon J. Smith",132000000,366942531
Pompeii,2014,105,5.5,113261,Paul W.S. Anderson,80000000,108469033
The Hunger Games: Mockingjay - Part 1,2014,123,6.6,467276,Francis Lawrence,125000000,766575131
Sex Tape,2014,94,5.1,114608,Jake Kasdan,40000000,126069509
Noah,2014,138,5.8,258831,Darren Aronofsky,130000000,352831065
A Most Wanted Man,2014,122,6.7,77795,Anton Corbijn,15000000,36068890
The Best of Me,2014,118,6.6,74488,Michael Hoffman,26000000,41059418
Neighbors,2014,97,6.3,317078,Nicholas Stoller,18000000,270944428
No Good Deed,2014,84,5.6,21095,Sam Miller,13200000,54323210
Guardians of the Galaxy,2014,121,8,1197926,James Gunn,170000000,770882395
Closer to the Moon,2014,112,6.8,4218,Nae Caranfil,1500000,5396
Non-Stop,2014,106,6.9,268625,Jaume Collet-Serra,50000000,222383055
The Gambler,2014,111,6,71390,Rupert Wyatt,25000000,38718031
13 Sins,2014,93,6.3,37520,Daniel Stamm,4000000,47552
The Imitation Game,2014,114,8,784056,Morten Tyldum,15000000,227328585
Grace of Monaco,2014,103,5.7,20552,Olivier Dahan,30000000,25199891
Dumb and Dumber To,2014,109,5.6,140217,"Bobby Farrelly, Peter Farrelly",40000000,156553592
Tammy,2014,97,4.9,52949,Ben Falcone,20000000,96407655
Dawn of the Planet of the Apes,2014,130,7.6,448999,Matt Reeves,170000000,710644566
Into the Storm,2014,89,5.8,69733,Steven Quale,50000000,150429371
Transformers: Age of Extinction,2014,165,5.6,319196,Michael Bay,210000000,1104054072
Swelter,2014,96,4.5,3252,Keith Parmer,8000000,44197
Elsa & Fred,2014,93,6.5,3514,Michael Radford,10000000,197901
Two Night Stand,2014,86,6.3,71915,Max Nichols,1600000,868081
Horrible Bosses 2,2014,108,6.3,177288,Sean Anders,40000000,105945357
St. Vincent,2014,102,7.2,105459,Theodore Melfi,13000000,54837234
3 Days to Kill,2014,117,6.2,95081,McG,28000000,38959900
The Monuments Men,2014,118,6.1,134223,George Clooney,70000000,158702748
American Sniper,2014,133,7.3,498643,Clint Eastwood,58000000,547326372
Into the Woods,2014,125,5.9,143753,Rob Marshall,56200000,212416317
Earth to Echo,2014,91,5.7,19345,Dave Green,13000000,42174545
The Other Woman,2014,109,6,144271,Nick Cassavetes,40000000,195111193
Addicted,2014,106,5,11464,Bille Woodruff,5000000,17499242
Transcendence,2014,119,6.2,232520,Wally Pfister,100000000,103039258
Draft Day,2014,110,6.8,62639,Ivan Reitman,25000000,29847480
Dear White People,2014,108,6.1,26055,Justin Simien,1250000,5403771
Think Like a Man Too,2014,106,5.7,21904,Tim Story,24000000,70027933
Big Hero 6,2014,102,7.8,472094,"Don Hall, Chris Williams",165000000,647263005
When the Game Stands Tall,2014,115,6.6,16373,Thomas Carter,15000000,30138912
The Book of Life,2014,95,7.2,73728,Jorge R. Gutiérrez,50000000,97651543
Gone Girl,2014,149,8.1,1001065,David Fincher,61000000,367160781
The Grand Budapest Hotel,2014,99,8.1,829635,Wes Anderson,31000000,163503514
Muppets Most Wanted,2014,107,6.4,35610,James Bobin,55000000,79312301
The Possession of Michael King,2014,83,5.7,12807,David Jung,1300000,2736371
22 Jump Street,2014,112,7,386319,"Christopher Miller, Phil Lord",50000000,331333876
Falcon Rising,2014,103,5.7,8976,Ernie Barbarash,4500000,11774
Jessabelle,2014,90,5.4,24873,Kevin Greutert,10000000,6998359
Wild,2014,115,7.1,131884,Jean-Marc Vallée,15000000,52460543
The Hobbit: The Battle of the Five Armies,2014,144,7.4,543995,Peter Jackson,250000000,940323039
Endless Love,2014,104,6.2,46162,Shana Feste,20000000,34718173
The Babadook,2014,94,6.8,231653,Jennifer Kent,2000000,7482387
The Expendables 3,2014,126,6.1,186590,Patrick Hughes,100000000,209461378
The Rover,2014,103,6.4,49542,David Michôd,8500000,3180252
Rio 2,2014,101,6.3,94082,Carlos Saldanha,130000000,492846291
Need for Speed,2014,132,6.4,173543,Scott Waugh,66000000,194169619
Deliver Us from Evil,2014,118,6.2,80203,Scott Derrickson,30000000,87956618
The Homesman,2014,122,6.6,34104,Tommy Lee Jones,16000000,8217571
They Came Together,2014,83,5.6,23448,David Wain,3000000,82780
The November Man,2014,108,6.2,69006,Roger Donaldson,15000000,34820335
And So It Goes,2014,94,5.8,14584,Rob Reiner,18000000,17920013
Left Behind,2014,110,3.1,40795,Vic Armstrong,16000000,20769209
Get on Up,2014,139,6.9,25344,Tate Taylor,30000000,33339868
Paranormal Activity: The Marked Ones,2014,84,5,43924,Christopher Landon,5000000,90904854
Mr. Turner,2014,150,6.8,26380,Mike Leigh,14000000,25187026
Frontera,2014,103,6.6,8178,Michael Berry,2300000,59696
Plastic,2014,102,5.9,8127,Julian Gilbey,10000000,575371
Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,642029,Alejandro G. Iñárritu,18000000,102926247
Whiplash,2014,106,8.5,891387,Damien Chazelle,3300000,39123993
The Fault in Our Stars,2014,126,7.7,384592,Josh Boone,12000000,307166834
Miss Julie,2014,129,5.5,5860,Liv Ullmann,5500000,863895
Night at the Museum: Secret of the Tomb,2014,98,6.2,127386,Shawn Levy,127000000,353756621
Fury,2014,134,7.5,506733,David Ayer,80000000,210315681
The Salvation,2014,92,6.7,40741,Kristian Levring,14000000,2947737
Rosewater,2014,103,6.6,10824,Jon Stewart,10000000,3185717
Devil's Due,2014,89,4.1,17262,"Matt Bettinelli-Olpin, Tyler Gillett",7000000,36146087
Veronica Mars,2014,107,6.7,53510,Rob Thomas,6000000,3485383
Top Five,2014,102,6.4,27057,Chris Rock,12000000,26001741
The Interview,2014,112,6.5,339293,"Evan Goldberg, Seth Rogen",44000000,12342632
Atlas Shrugged: Who Is John Galt?,2014,99,4.3,3646,James Manera,5000000,851690
United Passions,2014,110,2.1,4341,Frédéric Auburtin,30000000,168832
A Haunted House 2,2014,86,4.6,22364,Michael Tiddes,4000000,21206861
"As Above, So Below",2014,93,6.2,99335,John Erick Dowdle,5000000,41824066
Wish I Was Here,2014,106,6.6,38518,Zach Braff,6000000,6591365
Nightcrawler,2014,117,7.8,563507,Dan Gilroy,8500000,50334418
Lucy,2014,89,6.4,507381,Luc Besson,40000000,457507776
I Origins,2014,106,7.3,128194,Mike Cahill,1000000,852399
My Old Lady,2014,107,6.4,9559,Israel Horovitz,5000000,15220308
Obvious Child,2014,84,6.7,25844,Gillian Robespierre,1000000,3324070
The Signal,2014,97,6,67035,William Eubank,4000000,2665322
John Wick,2014,101,7.4,669373,"Chad Stahelski, David Leitch",30000000,75958800
A Most Violent Year,2014,125,7,74410,J.C. Chandor,20000000,8869722
Happy Christmas,2014,82,5.4,8582,Joe Swanberg,70000,30312
