tconst,primaryTitle,startYear,runtimeMinutes,averageRating,numVotes,directors,writers,Production Budget,Worldwide Gross
tt0103859,Boomerang,1992,117,5.6,30279,Reginald Hudlin,"Barry W. Blaustein, David Sheffield, Eddie Murphy",42000000,131052444
tt0103893,Buffy the Vampire Slayer,1992,86,5.7,46602,Fran Rubel Kuzui,Joss Whedon,7000000,14231669
tt0104036,The Crying Game,1992,112,7.2,57307,Neil Jordan,Neil Jordan,4000000,62546695
tt0104070,Death Becomes Her,1992,104,6.6,123282,Robert Zemeckis,"Martin Donovan, David Koepp",55000000,149022650
tt0104257,A Few Good Men,1992,138,7.7,271238,Rob Reiner,Aaron Sorkin,33000000,236500000
tt0104348,Glengarry Glen Ross,1992,100,7.7,109327,James Foley,David Mamet,12500000,10725650
tt0104412,Hero,1992,119,6.5,22956,Stephen Frears,"Laura Ziskin, Alvin Sargent, David Webb Peoples",42000000,66787173
tt0104427,Hoffa,1992,140,6.6,23895,Danny DeVito,David Mamet,35000000,28391473
tt0104431,Home Alone 2: Lost in New York,1992,120,6.8,372674,Chris Columbus,John Hughes,20000000,358994850
tt0104454,Howards End,1992,142,7.4,33830,James Ivory,"E.M. Forster, Ruth Prawer Jhabvala",8000000,26342441
tt0104691,The Last of the Mohicans,1992,112,7.7,175837,Michael Mann,"James Fenimore Cooper, John L. Balderston, Paul Perez, Daniel Moore, Philip Dunne, Michael Mann, Christopher Crowe",40000000,75505856
tt0104692,The Lawnmower Man,1992,108,5.4,37197,Brett Leonard,"Stephen King, Brett Leonard, Gimel Everett",10000000,32100816
tt0104694,A League of Their Own,1992,128,7.3,112761,Penny Marshall,"Kim Wilson, Kelly Candaele, Lowell Ganz, Babaloo Mandel",40000000,132440066
tt0104714,Lethal Weapon 3,1992,118,6.7,172241,Richard Donner,"Jeffrey Boam, Robert Mark Kamen, Shane Black",35000000,319700000
tt0104797,Malcolm X,1992,202,7.7,97407,Spike Lee,"Arnold Perl, Spike Lee, Alex Haley, Malcolm X",35000000,48169910
tt0104839,Medicine Man,1992,106,6,24004,John McTiernan,"Tom Schulman, Sally Robinson",40000000,44948240
tt0104850,Memoirs of an Invisible Man,1992,99,6,25790,John Carpenter,"H.F. Saint, Robert Collector, Dana Olsen, William Goldman",40000000,14358033
tt0104868,The Mighty Ducks,1992,104,6.5,68424,Stephen Herek,Steven Brill,10000000,50752337
tt0104940,The Muppet Christmas Carol,1992,85,7.7,63849,Brian Henson,"Charles Dickens, Jerry Juhl",12000000,31724550
tt0104952,My Cousin Vinny,1992,120,7.6,130073,Jonathan Lynn,Dale Launer,11000000,52929168
tt0105112,Patriot Games,1992,117,6.8,115359,Phillip Noyce,"Tom Clancy, W. Peter Iliff, Donald E. Stewart",45000000,178100000
tt0105151,The Player,1992,124,7.5,62577,Robert Altman,Michael Tolkin,8000000,28876702
tt0105211,Radio Flyer,1992,114,6.9,13783,"Richard Donner, David Mickey Evans",David Mickey Evans,35000000,4651977
tt0105217,Raising Cain,1992,92,6,16630,Brian De Palma,Brian De Palma,11000000,21171695
tt0105236,Reservoir Dogs,1992,99,8.3,1035438,Quentin Tarantino,"Quentin Tarantino, Roger Avary",1200000,2990680
tt0105459,Split Second,1992,90,6,15620,Tony Maylam,Gary Scott Thompson,7000000,5430822
tt0105695,Unforgiven,1992,130,8.2,418158,Clint Eastwood,David Webb Peoples,14400000,159157447
tt0105793,Wayne's World,1992,94,7,162342,Penelope Spheeris,"Mike Myers, Bonnie Turner, Terry Turner",20000000,183097323
tt0106220,Addams Family Values,1993,94,6.8,102675,Barry Sonnenfeld,"Charles Addams, Paul Rudnick",47000000,46293855
tt0106223,The Adventures of Huck Finn,1993,108,6.2,8876,Stephen Sommers,"Mark Twain, Stephen Sommers",6500000,24103594
tt0106226,The Age of Innocence,1993,139,7.2,62411,Martin Scorsese,"Edith Wharton, Jay Cocks, Martin Scorsese",34000000,32021688
tt0106246,Alive,1993,128,7.1,58146,Frank Marshall,"Piers Paul Read, John Patrick Shanley",32000000,36299670
tt0106400,The Beverly Hillbillies,1993,92,5,19138,Penelope Spheeris,"Paul Henning, Lawrence Konner, Mark Rosenthal, Jim Fisher, Jim Staahl",25000000,55598481
tt0106469,Bound by Honor,1993,180,7.9,32431,Taylor Hackford,"Ross Thomas, Jimmy Santiago Baca, Jeremy Iacone, Floyd Mutrux",35000000,4496583
tt0106582,Cliffhanger,1993,113,6.5,133438,Renny Harlin,"John Long, Michael France, Sylvester Stallone",65000000,255000000
tt0106611,Cool Runnings,1993,98,7,107601,Jon Turteltaub,"Lynn Siefert, Michael Ritchie, Tommy Swerdlow, Michael Goldberg",14000000,155008909
tt0106664,The Dark Half,1993,122,6,18390,George A. Romero,"Stephen King, George A. Romero",15000000,9579068
tt0106677,Dazed and Confused,1993,103,7.6,189252,Richard Linklater,Richard Linklater,6900000,7961889
tt0106918,The Firm,1993,154,6.8,139213,Sydney Pollack,"John Grisham, David Rabe, Robert Towne, David Rayfiel",42000000,270340892
tt0106965,Free Willy,1993,112,6,78984,Simon Wincer,"Keith Walker, Corey Blechman",20000000,153698625
tt0106977,The Fugitive,1993,130,7.8,302354,Andrew Davis,"Jeb Stuart, David Twohy, Roy Huggins",44000000,353715317
tt0107007,Gettysburg,1993,271,7.6,29955,Ron Maxwell,"Michael Shaara, Ron Maxwell",25000000,10731997
tt0107048,Groundhog Day,1993,101,8.1,645863,Harold Ramis,"Danny Rubin, Harold Ramis",14600000,71112677
tt0107120,Hocus Pocus,1993,96,6.9,145192,Kenny Ortega,"David Kirschner, Mick Garris, Neil Cuthbert",28000000,45147989
tt0107254,Jason Goes to Hell: The Final Friday,1993,87,4.1,34182,Adam Marcus,"Jay Huguely, Adam Marcus, Dean Lorey",3000000,15935068
tt0107290,Jurassic Park,1993,127,8.2,1006142,Steven Spielberg,"Michael Crichton, David Koepp",63000000,1045573035
tt0107362,Last Action Hero,1993,130,6.4,155850,John McTiernan,"Zak Penn, Adam Leff, Shane Black, David Arnott",85000000,137298489
tt0107554,Menace II Society,1993,97,7.5,61117,"Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes, Tyger Williams",3500000,27731527
tt0107614,Mrs. Doubtfire,1993,125,7.1,274057,Chris Columbus,"Anne Fine, Randi Mayem Singer, Leslie Dixon",25000000,441286003
tt0107616,Much Ado About Nothing,1993,111,7.3,49680,Kenneth Branagh,"William Shakespeare, Kenneth Branagh",8000000,22549338
tt0107659,Loaded Weapon 1,1993,84,6.2,49576,Gene Quintano,"Don Holley, Tori Tellem, Gene Quintano",13000000,27979399
tt0107711,Nowhere to Run,1993,94,5.7,25099,Robert Harmon,"Joe Eszterhas, Richard Marquand, Leslie Bohem, Randy Feldman",15000000,52189039
tt0107750,Only the Strong,1993,99,6.5,6499,Sheldon Lettich,"Sheldon Lettich, Luis Esteban",6000000,3273588
tt0107798,The Pelican Brief,1993,141,6.6,90671,Alan J. Pakula,"John Grisham, Alan J. Pakula",45000000,187995859
tt0107818,Philadelphia,1993,125,7.7,247241,Jonathan Demme,Ron Nyswaner,26000000,201324422
tt0107822,The Piano,1993,121,7.5,90789,Jane Campion,Jane Campion,7000000,40207064
tt0107840,Poetic Justice,1993,109,6.1,15561,John Singleton,John Singleton,14000000,27450453
tt0107943,The Remains of the Day,1993,134,7.8,77517,James Ivory,"Kazuo Ishiguro, Ruth Prawer Jhabvala",15000000,63954968
tt0107978,RoboCop 3,1993,104,4.1,51665,Fred Dekker,"Edward Neumeier, Michael Miner, Frank Miller, Fred Dekker",22000000,10696210
tt0108002,Rudy,1993,114,7.5,65620,David Anspaugh,Angelo Pizzo,12000000,22750363
tt0108101,Shadowlands,1993,131,7.4,19545,Richard Attenborough,William Nicholson,22000000,25842377
tt0108185,Sommersby,1993,114,6.2,22384,Jon Amiel,"Daniel Vigne, Jean-Claude Carrière, Nicholas Meyer, Anthony Shaffer, Sarah Kernochan",30000000,140081992
tt0108255,Super Mario Bros.,1993,104,4.1,57008,"Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon",42000000,20844907
tt0108308,Teenage Mutant Ninja Turtles III,1993,96,4.8,34409,Stuart Gillard,"Kevin Eastman, Peter Laird, Stuart Gillard",21000000,42273609
tt0108358,Tombstone,1993,130,7.8,154240,"George P. Cosmatos, Kevin Jarre",Kevin Jarre,25000000,56505065
tt0108399,True Romance,1993,119,7.9,231786,Tony Scott,"Quentin Tarantino, Roger Avary",12500000,12643293
tt0108517,Warlock: The Armageddon,1993,98,5.4,6390,Anthony Hickox,"Kevin Rock, Sam Bernard, David Twohy",3000000,3902679
tt0108550,What's Eating Gilbert Grape,1993,118,7.7,242539,Lasse Hallström,Peter Hedges,11000000,9170214
tt0109015,3 Ninjas Kick Back,1994,93,4.5,9524,Charles T. Kanganis,"Shin Sang-ok, Mark Saltzman",20000000,11744960
tt0109040,Ace Ventura: Pet Detective,1994,86,6.9,309511,Tom Shadyac,"Jack Bernstein, Tom Shadyac, Jim Carrey",12000000,107217396
tt0109254,Beverly Hills Cop III,1994,104,5.5,83770,John Landis,"Danilo Bach, Daniel Petrie Jr., Steven E. de Souza",50000000,119180938
tt0109348,Bullets Over Broadway,1994,98,7.4,39952,Woody Allen,"Woody Allen, Douglas McGrath",20000000,13383747
tt0109444,Clear and Present Danger,1994,141,6.9,102827,Phillip Noyce,"Tom Clancy, Donald E. Stewart, Steven Zaillian, John Milius",62000000,207500000
tt0109445,Clerks,1994,92,7.7,226435,Kevin Smith,Kevin Smith,27000,3894240
tt0109446,The Client,1994,119,6.7,69500,Joel Schumacher,"John Grisham, Akiva Goldsman, Robert Getchell",45000000,117615211
tt0109504,Crooklyn,1994,115,7,10824,Spike Lee,"Joie Lee, Spike Lee, Cinqué Lee",14000000,13024170
tt0109635,Disclosure,1994,128,6.1,51995,Barry Levinson,"Michael Crichton, Paul Attanasio",55000000,212200000
tt0109707,Ed Wood,1994,127,7.8,179009,Tim Burton,"Rudolph Grey, Scott Alexander, Larry Karaszewski",18000000,5828734
tt0109759,Exotica,1994,103,7,20297,Atom Egoyan,Atom Egoyan,1500000,5046118
tt0109813,The Flintstones,1994,91,5,82980,Brian Levant,"Tom S. Parker, Jim Jennewein, Steven E. de Souza",45000000,358500000
tt0109830,Forrest Gump,1994,142,8.8,2117886,Robert Zemeckis,"Winston Groom, Eric Roth",55000000,679835137
tt0109831,Four Weddings and a Funeral,1994,117,7.1,157572,Mike Newell,Richard Curtis,4500000,242895809
tt0110005,Heavenly Creatures,1994,99,7.3,65184,Peter Jackson,"Fran Walsh, Peter Jackson",5000000,5438120
tt0110057,Hoop Dreams,1994,170,8.3,27016,Steve James,"Steve James, Frederick Marx",700000,11768371
tt0110074,The Hudsucker Proxy,1994,111,7.2,82555,"Joel Coen, Ethan Coen","Ethan Coen, Joel Coen, Sam Raimi",40000000,14938149
tt0110213,The Jungle Book,1994,111,6,18254,Stephen Sommers,"Rudyard Kipling, Ron Yanover, Mark Geldman, Stephen Sommers, Ronald Yanover",27000000,44342956
tt0110322,Legends of the Fall,1994,133,7.5,171818,Edward Zwick,"Susan Shilliday, William D. Wittliff, Jim Harrison",30000000,160502573
tt0110357,The Lion King,1994,88,8.5,1076174,"Roger Allers, Rob Minkoff","Irene Mecchi, Jonathan Roberts, Linda Woolverton, Burny Mattinson, nm0424556, Lorna Cook, Thom Enriquez, nm0309128, Gary Trousdale, Jim Capobianco, nm0363125, Jorgen Klubien, Chris Sanders, nm0004552, Larry Leker, Joe Ranft, nm0538588, nm0326814, Francis Glebas, Mark Kausler, J.T. Allen, George Scribner, Miguel Tejada-Flores, nm0873092, Bob Tzudiker, Christopher Vogler, Kirk Wise, Noni White, Brenda Chapman",79300000,986193783
tt0110367,Little Women,1994,115,7.3,60660,Gillian Armstrong,"Louisa May Alcott, Robin Swicord",15000000,50003303
tt0110399,A Low Down Dirty Shame,1994,108,5.9,7516,Keenen Ivory Wayans,Keenen Ivory Wayans,10000000,29317886
tt0110475,The Mask,1994,101,6.9,395738,Chuck Russell,"Michael Fallon, Mark Verheiden, Mike Werb",18000000,351620129
tt0110622,Naked Gun 33 1/3: The Final Insult,1994,83,6.5,107047,Peter Segal,"Pat Proft, David Zucker, Robert LoCash, Jim Abrahams, Jerry Zucker",30000000,51041856
tt0110725,On Deadly Ground,1994,101,4.6,24532,Steven Seagal,"Ed Horowitz, Robin U. Russin",50000000,38590458
tt0110759,PCU,1994,79,6.5,13965,Hart Bochner,"Adam Leff, Zak Penn",9000000,4333569
tt0110912,Pulp Fiction,1994,154,8.9,2091862,Quentin Tarantino,"Quentin Tarantino, Roger Avary",8000000,212891760
tt0110944,Rapa Nui,1994,107,6.4,5083,Kevin Reynolds,"Kevin Reynolds, Tim Rose Price",20000000,305070
tt0110971,Renaissance Man,1994,128,6.2,18401,Penny Marshall,Jim Burnstein,40000000,24172899
tt0110997,The River Wild,1994,111,6.5,47825,Curtis Hanson,Denis O'Neill,45000000,94215000
tt0111070,The Santa Clause,1994,97,6.5,124431,John Pasquin,"Leo Benvenuti, Steve Rudnick",22000000,190506000
tt0111127,Serial Mom,1994,95,6.8,30966,John Waters,John Waters,13000000,7881335
tt0111143,The Shadow,1994,108,6,26130,Russell Mulcahy,"Walter B. Gibson, David Koepp",40000000,31835600
tt0111161,The Shawshank Redemption,1994,142,9.3,2723406,Frank Darabont,"Stephen King, Frank Darabont",25000000,28419159
tt0111255,The Specialist,1994,110,5.6,67542,Luis Llosa,"John Shirley, Alexandra Seros",45000000,170362581
tt0111257,Speed,1994,116,7.3,372672,Jan de Bont,Graham Yost,30000000,283200000
tt0111280,Star Trek: Generations,1994,118,6.6,83878,David Carson,"Gene Roddenberry, Rick Berman, Ronald D. Moore, Brannon Braga",38000000,120000000
tt0111282,Stargate,1994,116,7,195714,Roland Emmerich,"Dean Devlin, Roland Emmerich",55000000,196565669
tt0111301,Street Fighter,1994,102,4,72732,Steven E. de Souza,Steven E. de Souza,35000000,99423000
tt0111438,Timecop,1994,99,5.9,61198,Peter Hyams,"Mark Verheiden, Mike Richardson",28000000,102053581
tt0111503,True Lies,1994,141,7.3,266707,James Cameron,"James Cameron, Claude Zidi, Simon Michaël, Didier Kaminka",100000000,365300000
tt0111742,Wolf,1994,125,6.2,57910,Mike Nichols,"Jim Harrison, Wesley Strick",70000000,131011757
tt0111756,Wyatt Earp,1994,191,6.7,52684,Lawrence Kasdan,"Dan Gordon, Lawrence Kasdan",63000000,25052000
tt0112281,Ace Ventura: When Nature Calls,1995,90,6.4,223304,Steve Oedekerk,"Jack Bernstein, Steve Oedekerk",30000000,212400000
tt0112346,The American President,1995,114,6.8,58712,Rob Reiner,Aaron Sorkin,62000000,107822813
tt0112384,Apollo 13,1995,140,7.7,301334,Ron Howard,"Jim Lovell, Jeffrey Kluger, William Broyles Jr., Al Reinert",65000000,335802271
tt0112401,Assassins,1995,133,6.3,85379,Richard Donner,"Lilly Wachowski, Lana Wachowski, Brian Helgeland",50000000,83306268
tt0112431,Babe,1995,91,6.9,128531,Chris Noonan,"Dick King-Smith, George Miller, Chris Noonan",30000000,246100000
tt0112442,Bad Boys,1995,119,6.8,272875,Michael Bay,"George Gallo, Michael Barrie, Jim Mulholland, Doug Richardson",23000000,141247413
tt0112462,Batman Forever,1995,121,5.4,257431,Joel Schumacher,"Bob Kane, Lee Batchler, Janet Scott Batchler, Akiva Goldsman",100000000,336529144
tt0112471,Before Sunrise,1995,101,8.1,317255,Richard Linklater,"Richard Linklater, Kim Krizan",2500000,5691852
tt0112573,Braveheart,1995,178,8.4,1050177,Mel Gibson,Randall Wallace,72000000,209045244
tt0112579,The Bridges of Madison County,1995,135,7.6,84273,Clint Eastwood,"Richard LaGravenese, Robert James Waller",22000000,175516617
tt0112585,The Brothers McMullen,1995,98,6.6,8023,Edward Burns,Edward Burns,50000,10426506
tt0112641,Casino,1995,178,8.2,530338,Martin Scorsese,"Nicholas Pileggi, Martin Scorsese",52000000,110400000
tt0112642,Casper,1995,100,6.1,138403,Brad Silberling,"Joseph Oriolo, Sherri Stoner, Deanna Oliver",55000000,282300000
tt0112697,Clueless,1995,97,6.9,226992,Amy Heckerling,Amy Heckerling,13700000,57956568
tt0112715,Congo,1995,109,5.3,46859,Frank Marshall,"Michael Crichton, John Patrick Shanley",50000000,152022333
tt0112722,Copycat,1995,123,6.6,62027,Jon Amiel,"Ann Biderman, David Madsen",20000000,32051917
tt0112740,Crimson Tide,1995,116,7.3,116563,Tony Scott,"Michael Schiffer, Richard P. Henrick",55000000,159387195
tt0112760,Cutthroat Island,1995,124,5.7,29108,Renny Harlin,"Michael Frost Beckner, James Gorman, Bruce A. Evans, Raynold Gideon, Robert King, Marc Norman",92000000,18517322
tt0112792,Dangerous Minds,1995,99,6.5,54514,John N. Smith,"LouAnne Johnson, Ron Bass",23000000,178919401
tt0112818,Dead Man Walking,1995,122,7.5,97646,Tim Robbins,"Helen Prejean, Tim Robbins",11000000,83088295
tt0112851,Desperado,1995,104,7.1,190038,Robert Rodriguez,Robert Rodriguez,7000000,25532388
tt0113010,Fair Game,1995,91,4.3,13354,Andrew Sipes,"Paula Gosling, Charlie Fletcher",50000000,26097497
tt0113071,First Knight,1995,134,6,75375,Jerry Zucker,"Lorne Cameron, David Hoselton, William Nicholson",75000000,127361412
tt0113101,Four Rooms,1995,98,6.7,107390,"Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino, Chuck Jones","Allison Anders, Alexandre Rockwell, Robert Rodriguez, Quentin Tarantino",4000000,4301000
tt0113118,Friday,1995,91,7.2,117535,F. Gary Gray,"Ice Cube, DJ Pooh",3500000,27936778
tt0113161,Get Shorty,1995,105,6.9,85715,Barry Sonnenfeld,"Elmore Leonard, Scott Frank",30250000,115021008
tt0113253,Halloween: The Curse of Michael Myers,1995,87,4.7,39369,Joe Chappelle,"Debra Hill, John Carpenter, Daniel Farrands",5000000,15126948
tt0113321,Home for the Holidays,1995,103,6.5,13812,Jodie Foster,"Chris Radant, W.D. Richter",20000000,22119269
tt0113416,The Incredibly True Adventure of Two Girls in Love,1995,94,6.6,4879,Maria Maggenti,Maria Maggenti,250000,2477155
tt0113419,The Indian in the Cupboard,1995,96,6,29961,Frank Oz,"Lynne Reid Banks, Melissa Mathison",45000000,35627222
tt0113451,Jade,1995,95,5.3,13219,William Friedkin,Joe Eszterhas,50000000,9812870
tt0113492,Judge Dredd,1995,96,5.6,120617,Danny Cannon,"John Wagner, Carlos Ezquerra, Michael De Luca, William Wisher, Steven E. de Souza",85000000,113487912
tt0113497,Jumanji,1995,104,7,355078,Joe Johnston,"Jonathan Hensleigh, Greg Taylor, Jim Strain, Chris Van Allsburg",65000000,262758310
tt0113540,Kids,1995,91,7,80838,Larry Clark,"Harmony Korine, Larry Clark",1500000,20412216
tt0113552,Kiss of Death,1995,101,5.9,19658,Barbet Schroeder,"Eleazar Lipsky, Ben Hecht, Charles Lederer, Richard Price",40000000,14942422
tt0113627,Leaving Las Vegas,1995,111,7.5,128073,Mike Figgis,"John O'Brien, Mike Figgis",4000000,49800000
tt0113749,Mallrats,1995,94,7,125127,Kevin Smith,Kevin Smith,6100000,2108367
tt0113845,Money Train,1995,110,5.7,41922,Joseph Ruben,"Doug Richardson, David Loughery",68000000,77224232
tt0113855,Mortal Kombat,1995,101,5.8,120343,Paul W.S. Anderson,"Ed Boon, John Tobias, Kevin Droney",20000000,122133227
tt0113957,The Net,1995,114,6,70262,Irwin Winkler,"John Brancato, Michael Ferris",22000000,110521733
tt0113987,Nixon,1995,192,7.1,31718,Oliver Stone,"Stephen J. Rivele, Christopher Wilkinson, Oliver Stone",45000000,34668249
tt0114057,Othello,1995,123,6.9,9865,Oliver Parker,"Oliver Parker, William Shakespeare",11000000,2844379
tt0114069,Outbreak,1995,127,6.6,132552,Wolfgang Petersen,"Laurence Dworet, Robert Roy Pool",50000000,190023573
tt0114148,Pocahontas,1995,81,6.7,192562,"Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik, Glen Keane, nm0335469, Ralph Zondag, Burny Mattinson, nm0326814, Kaan Kalyon, Francis Glebas, nm0316727, Bruce Morris, nm1190000, nm0548211, Chris Buck, Andrew Chapman, nm0142200, Will Finn, nm0424666, nm0389445, nm0699213, nm0710181, nm1786806, nm0563602, Don Dougherty, Jorgen Klubien, Mike Gabriel",55000000,347100000
tt0114214,The Quick and the Dead,1995,108,6.5,97528,Sam Raimi,Simon Moore,32000000,18552460
tt0114272,Restoration,1995,117,6.6,9663,Michael Hoffman,"Rose Tremain, Rupert Walters",18000000,4100000
tt0114279,Richard III,1995,110,7.3,15080,Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre, William Shakespeare",9200000,4199334
tt0114287,Rob Roy,1995,139,6.9,43985,Michael Caton-Jones,Alan Sharp,28000000,31390587
tt0114319,Sabrina,1995,127,6.3,42471,Sydney Pollack,"Samuel A. Taylor, Billy Wilder, Ernest Lehman, Barbara Benedek, David Rayfiel",58000000,87100000
tt0114345,The Scarlet Letter,1995,135,5.3,15798,Roland Joffé,"Nathaniel Hawthorne, Douglas Day Stewart",50000000,10359006
tt0114369,Se7en,1995,127,8.6,1682470,David Fincher,Andrew Kevin Walker,30000000,328125643
tt0114388,Sense and Sensibility,1995,136,7.7,119298,Ang Lee,"Jane Austen, Emma Thompson",16500000,134993774
tt0114436,Showgirls,1995,128,5,70158,Paul Verhoeven,Joe Eszterhas,40000000,37750754
tt0114508,Species,1995,108,5.8,81970,Roger Donaldson,Dennis Feldman,35000000,113354449
tt0114608,Tales from the Crypt: Demon Knight,1995,92,6.7,24892,Ernest R. Dickerson,"Ethan Reiff, Cyrus Voris, Mark Bishop",12000000,21089146
tt0114609,Tales from the Hood,1995,98,6.5,8857,Rusty Cundieff,"Rusty Cundieff, Darin Scott",6000000,11784569
tt0114614,Tank Girl,1995,104,5.3,32914,Rachel Talalay,"Alan Martin, Jamie Hewlett, Tedi Sarafian",25000000,4064333
tt0114681,To Die For,1995,106,6.8,49803,Gus Van Sant,"Joyce Maynard, Buck Henry",20000000,27688744
tt0114709,Toy Story,1995,81,8.3,1009961,John Lasseter,"John Lasseter, Pete Docter, Andrew Stanton, Joe Ranft, Joss Whedon, Joel Cohen, Alec Sokolow",30000000,365270951
tt0114746,12 Monkeys,1995,129,8,626512,Terry Gilliam,"Chris Marker, David Webb Peoples, Janet Peoples",29000000,168841459
tt0114781,Under Siege 2: Dark Territory,1995,100,5.5,48181,Geoff Murphy,"Richard Hatem, Matt Reeves, J.F. Lawton",60000000,104324083
tt0114814,The Usual Suspects,1995,106,8.5,1098454,Bryan Singer,Christopher McQuarrie,6000000,34449356
tt0114825,Vampire in Brooklyn,1995,100,4.6,24236,Wes Craven,"Eddie Murphy, Vernon Lynch, Charlie Murphy, Michael Lucker, Chris Parker",14000000,19637147
tt0114857,Virtuosity,1995,106,5.5,30981,Brett Leonard,Eric Bernt,30000000,23998226
tt0114887,A Walk in the Clouds,1995,102,6.7,35049,Alfonso Arau,"Robert Mark Kamen, Mark Miller, Harvey Weitzman, Piero Tellini, Cesare Zavattini, nm0207365",20000000,50008143
tt0114898,Waterworld,1995,135,6.3,201009,Kevin Reynolds,"Peter Rader, David Twohy",175000000,264246220
tt0115472,The Adventures of Pinocchio,1996,96,5.2,6086,Steve Barron,"Sherry Mills, Steve Barron, Tom Benedek, Barry Berman, Carlo Collodi, Richard Sparks",25000000,36682170
tt0115632,Basquiat,1996,107,6.9,21258,Julian Schnabel,"Lech Majewski, John Bowe, Julian Schnabel, Michael Holman",3000000,2962051
